point_id,point_date,slot,sensor,acquisition_date,longitude,latitude,image_id,s2_B2,s2_B3,s2_B4,s2_B8,s2_B11,s2_B12,s1_VV,s1_VH,s1_angle,s1_orbit_direction,s1_relative_orbit
0,2025-06-29,same,S1,2025-06-29,9.96520972936142,49.77769900435741,,,,,,,,-6.788332100056435,-12.779448549167006,36.10874557495117,,
0,2025-06-29,previous,S1,2025-06-28,9.96520972936142,49.77769900435741,,,,,,,,-9.15097232927666,-13.21900273538664,44.536293029785156,,
0,2025-06-29,next,S1,2025-07-02,9.96520972936142,49.77769900435741,,,,,,,,-10.90061687966932,-16.801231098382367,35.952606201171875,,
1,2025-06-29,same,S1,2025-06-29,9.96676467438729,49.774330946605225,,,,,,,,-10.412637015907684,-17.208179306669898,36.11158752441406,,
1,2025-06-29,previous,S1,2025-06-28,9.96676467438729,49.774330946605225,,,,,,,,-11.666593697739119,-17.476327980104898,44.539031982421875,,
1,2025-06-29,next,S1,2025-07-02,9.96676467438729,49.774330946605225,,,,,,,,-11.891782462776812,-19.850001712012524,35.941864013671875,,
2,2025-06-29,same,S1,2025-06-29,9.965043865911671,49.77384910230033,,,,,,,,-7.459872892242528,-14.799674786793837,36.103355407714844,,
2,2025-06-29,previous,S1,2025-06-28,9.965043865911671,49.77384910230033,,,,,,,,-8.874450243025091,-15.517381496884948,44.53228759765625,,
2,2025-06-29,next,S1,2025-07-02,9.965043865911671,49.77384910230033,,,,,,,,-9.893946617948098,-17.241652203740383,35.9489860534668,,
4,2025-06-29,same,S1,2025-06-29,9.96691975401947,49.77682836463748,,,,,,,,-9.922096225486536,-15.351071814024442,36.11537551879883,,
4,2025-06-29,previous,S1,2025-06-28,9.96691975401947,49.77682836463748,,,,,,,,-9.767319999848485,-15.533839629783673,44.5418701171875,,
4,2025-06-29,next,S1,2025-07-02,9.96691975401947,49.77682836463748,,,,,,,,-13.452160530497908,-19.064205231768035,35.943931579589844,,
6,2025-06-29,same,S1,2025-06-29,9.961650685687271,49.77087172475179,,,,,,,,-12.03673937697177,-15.001680707173271,36.08463668823242,,
6,2025-06-29,previous,S1,2025-06-28,9.961650685687271,49.77087172475179,,,,,,,,-11.724120475817532,-18.270044484142918,44.517154693603516,,
6,2025-06-29,next,S1,2025-07-02,9.961650685687271,49.77087172475179,,,,,,,,-9.243070910705226,-15.260043269659818,35.96106719970703,,
7,2025-06-29,same,S1,2025-06-29,9.957980370327704,49.769073465443974,,,,,,,,-9.319285708571991,-12.10005301566586,36.06610107421875,,
7,2025-06-29,previous,S1,2025-06-28,9.957980370327704,49.769073465443974,,,,,,,,-9.597083358355341,-13.339936298583012,44.502037048339844,,
7,2025-06-29,next,S1,2025-07-02,9.957980370327704,49.769073465443974,,,,,,,,-11.908276668168707,-15.929923871320465,35.97570037841797,,
8,2025-06-29,same,S1,2025-06-29,9.958137147994321,49.76849578574531,,,,,,,,-9.671985413288096,-14.787898070158036,36.06625747680664,,
8,2025-06-29,previous,S1,2025-06-28,9.958137147994321,49.76849578574531,,,,,,,,-11.397376173894129,-16.220763404207833,44.50223159790039,,
8,2025-06-29,next,S1,2025-07-02,9.958137147994321,49.76849578574531,,,,,,,,-10.76279977822415,-20.04365992563342,35.97426986694336,,
9,2025-06-29,same,S1,2025-06-29,9.958784474074196,49.76737986714895,,,,,,,,-11.11486694294178,-15.186926861017477,36.067665100097656,,
9,2025-06-29,previous,S1,2025-06-28,9.958784474074196,49.76737986714895,,,,,,,,-8.669203108222062,-14.827824409129482,44.50353240966797,,
9,2025-06-29,next,S1,2025-07-02,9.958784474074196,49.76737986714895,,,,,,,,-10.554042408958251,-15.809540111572115,35.9700813293457,,
16,2025-09-27,same,S1,2025-09-27,9.974469089276582,49.77071592664807,,,,,,,,-9.765785263527963,-18.491039426947673,36.25205993652344,,
16,2025-09-27,previous,S1,2025-09-26,9.974469089276582,49.77071592664807,,,,,,,,-12.813776942229003,-20.869428146286495,44.531898498535156,,
19,2025-09-27,same,S1,2025-09-27,9.97763461655378,49.7670589874206,,,,,,,,-12.852015792974257,-21.09573383877578,36.261661529541016,,
19,2025-09-27,previous,S1,2025-09-26,9.97763461655378,49.7670589874206,,,,,,,,-11.857980081305541,-20.024577455023046,44.54011154174805,,
20,2025-09-27,same,S1,2025-09-27,9.979448806971838,49.76772406125796,,,,,,,,-8.561650308070142,-16.879975192040405,36.270442962646484,,
20,2025-09-27,previous,S1,2025-09-26,9.979448806971838,49.76772406125796,,,,,,,,-10.431600849819615,-19.002836766727704,44.54722213745117,,
22,2025-09-27,same,S1,2025-09-27,9.977845597450637,49.76615001173631,,,,,,,,-8.851064443128507,-17.6977752109727,36.26137924194336,,
22,2025-09-27,previous,S1,2025-09-26,9.977845597450637,49.76615001173631,,,,,,,,-9.025527196666282,-17.362417147857,44.53997039794922,,
31,2025-09-27,same,S1,2025-09-27,9.981487970047102,49.769931115391145,,,,,,,,-5.9534383871129375,-17.1817643321353,36.28237533569336,,
31,2025-09-27,previous,S1,2025-09-26,9.981487970047102,49.769931115391145,,,,,,,,-9.228865746061004,-17.023600760258066,44.556739807128906,,
33,2025-09-27,same,S1,2025-09-27,9.980201565332884,49.77364385495699,,,,,,,,-8.347933545090282,-17.5540285673714,36.28119659423828,,
33,2025-09-27,previous,S1,2025-09-26,9.980201565332884,49.77364385495699,,,,,,,,-7.844604596224896,-18.75400471272653,44.555416107177734,,
70,2025-06-29,same,S1,2025-06-29,9.964619678739103,49.77280486839202,,,,,,,,-6.094112701259903,-9.355071009311258,36.100181579589844,,
70,2025-06-29,previous,S1,2025-06-28,9.964619678739103,49.77280486839202,,,,,,,,-9.957972285944164,-14.888248150136281,44.52977752685547,,
70,2025-06-29,next,S1,2025-07-02,9.964619678739103,49.77280486839202,,,,,,,,-10.703282982921731,-15.949196648765811,35.94989013671875,,
71,2025-06-29,same,S1,2025-06-29,9.957941533541508,49.766329449635734,,,,,,,,-9.841081911130587,-14.343506262857122,36.06288528442383,,
71,2025-06-29,previous,S1,2025-06-28,9.957941533541508,49.766329449635734,,,,,,,,-11.11231036685735,-16.66421294283567,44.49969482421875,,
71,2025-06-29,next,S1,2025-07-02,9.957941533541508,49.766329449635734,,,,,,,,-10.210578603074696,-16.00281157391808,35.97261428833008,,
80,2025-09-27,same,S1,2025-09-27,9.975588958266165,49.77903059684851,,,,,,,,-10.378042951366178,-16.82516529354027,36.26683044433594,,
80,2025-09-27,previous,S1,2025-09-26,9.975588958266165,49.77903059684851,,,,,,,,-11.284894337273261,-17.480777150201725,44.543148040771484,,
81,2025-09-27,same,S1,2025-09-27,9.976210797366653,49.77717750128813,,,,,,,,-9.17400847689629,-18.957280224505528,36.26747512817383,,
81,2025-09-27,previous,S1,2025-09-26,9.976210797366653,49.77717750128813,,,,,,,,-11.221769871557637,-20.141784576990712,44.543853759765625,,
82,2025-09-27,same,S1,2025-09-27,9.978610216140266,49.775840672995436,,,,,,,,-7.882517196608186,-17.40493305461993,36.27668380737305,,
82,2025-09-27,previous,S1,2025-09-26,9.978610216140266,49.775840672995436,,,,,,,,-9.36373596716965,-19.484543872446167,44.551509857177734,,
83,2025-09-27,same,S1,2025-09-27,9.980278982398936,49.77575930929484,,,,,,,,-8.381558356800053,-15.991517804820345,36.283790588378906,,
83,2025-09-27,previous,S1,2025-09-26,9.980278982398936,49.77575930929484,,,,,,,,-9.563374415226143,-20.31807668344234,44.55732345581055,,
84,2025-09-27,same,S1,2025-09-27,9.98088228380538,49.7723858167468,,,,,,,,-12.595041382057623,-21.370554999291187,36.28248977661133,,
84,2025-09-27,previous,S1,2025-09-26,9.98088228380538,49.7723858167468,,,,,,,,-14.497961977453448,-20.31135842778038,44.55659484863281,,
85,2025-09-27,same,S1,2025-09-27,9.97548144148439,49.769162690537364,,,,,,,,-11.430837847195772,-17.015518304898098,36.25452423095703,,
85,2025-09-27,previous,S1,2025-09-26,9.97548144148439,49.769162690537364,,,,,,,,-12.787098574873,-17.67598869819469,44.53407287597656,,
86,2025-09-27,same,S1,2025-09-27,9.97558679288961,49.76868455723676,,,,,,,,-8.892760373270923,-16.777067575076863,36.2543830871582,,
86,2025-09-27,previous,S1,2025-09-26,9.97558679288961,49.76868455723676,,,,,,,,-11.14539591681548,-17.22086560645378,44.53400421142578,,
